search_string,room_name,day,start,end,subject,AV
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Tuesday,12:00,13:00,GEOG20001,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Tuesday,13:00,14:00,GEOG20001,True
McCoy,PAR-McCoy-218 (Gregory Room),Monday,12:00,13:00,GEOG20003,False
Peter Hall,PAR-Peter Hall-213,Tuesday,11:00,12:00,GEOG20003,True
The Spot,PAR-The Spot-3013,Tuesday,12:00,13:00,GEOG20003,False
The Spot,PAR-The Spot-3013,Tuesday,13:00,14:00,GEOG20003,False
100 Leicester Street,PAR-100 Leicester Street-105,Wednesday,09:00,10:00,GEOG20003,True
Alan Gilbert,PAR-Alan Gilbert-G03,Thursday,11:00,12:00,GEOG20003,True
Alan Gilbert,PAR-Alan Gilbert-G03,Friday,09:00,10:00,GEOG20003,True
Kwong Lee Dow,PAR-Kwong Lee Dow-421 (Science Seminar Room),Tuesday,09:00,10:00,GEOG20010,True
Alan Gilbert,PAR-Alan Gilbert-102,Tuesday,12:00,13:00,GEOG20010,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Tuesday,13:00,14:00,GEOG20010,True
Alice Hoy,PAR-Alice Hoy-225,Wednesday,10:00,11:00,GEOG20010,True
Alan Gilbert,PAR-Alan Gilbert-101,Wednesday,11:00,12:00,GEOG20010,True
Alice Hoy,PAR-Alice Hoy-330,Friday,15:15,16:15,GEOG20010,False
Arts West North Wing,PAR-Arts West North Wing-361,Friday,16:15,17:15,GEOG20010,True
John Medley,PAR-John Medley-W201,Thursday,09:00,10:00,GEOG20012,True
Alice Hoy,PAR-Alice Hoy-225,Thursday,11:00,12:00,GEOG20012,True
200 Berkeley St,PAR-200 Berkeley St-220,Friday,09:00,10:00,GEOG20012,False
200 Berkeley St,PAR-200 Berkeley St-220,Friday,10:00,11:00,GEOG20012,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Tuesday,12:00,13:00,GEOG20016,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-114,Tuesday,13:00,14:00,GEOG20016,True
Alice Hoy,PAR-Alice Hoy-332,Tuesday,14:15,15:15,GEOG20016,True
Alice Hoy,PAR-Alice Hoy-242,Thursday,10:00,11:00,GEOG20016,False
John Medley,PAR-John Medley-EG63,Monday,15:15,16:15,GEOG30019,False
McCoy,PAR-McCoy-218 (Gregory Room),Tuesday,09:00,10:00,GEOG30019,True
The Spot,PAR-The Spot-3032,Tuesday,12:00,13:00,GEOG30019,True
Alan Gilbert,PAR-Alan Gilbert-123,Tuesday,12:00,13:00,GEOG30019,False
The Spot,PAR-The Spot-3032,Tuesday,13:00,14:00,GEOG30019,False
The Spot,PAR-The Spot-2020,Tuesday,13:00,14:00,GEOG30019,False
Online,X-Online,Wednesday,08:00,09:00,GEOG30019,False
Kwong Lee Dow,PAR-Kwong Lee Dow-420,Wednesday,09:00,10:00,GEOG30019,True
100 Leicester Street,PAR-100 Leicester Street-108,Wednesday,09:00,10:00,GEOG30019,True
Alan Gilbert,PAR-Alan Gilbert-G03,Wednesday,10:00,11:00,GEOG30019,False
Alice Hoy,PAR-Alice Hoy-333,Thursday,13:15,14:15,GEOG30019,False
Alice Hoy,PAR-Alice Hoy-225,Thursday,14:15,15:15,GEOG30019,False
Old Arts,PAR-Old Arts-254,Friday,09:00,10:00,GEOG30019,False
Alan Gilbert,PAR-Alan Gilbert-101,Friday,09:00,10:00,GEOG30019,True
Old Arts,PAR-Old Arts-254,Friday,10:00,11:00,GEOG30019,False
207,PAR-207-221 Bouverie St-B131 (Collaborative Learning Space),Tuesday,12:00,13:00,GEOG90018,False
Alice Hoy,PAR-Alice Hoy-108,Wednesday,10:00,12:00,GEOG90021,True
David Caro,PAR-David Caro-Podium 211,Thursday,09:00,11:00,GEOG90052,True
Off Site,X-Off Site,Friday,09:00,17:00,GEOL20002,False
Departmentally Organised VenueD,X-Departmentally Organised VenueD,Friday,09:00,17:00,GEOL20003,True
Off SiteC,X-Off SiteC,Friday,09:00,17:00,GEOL30007,True
Elec. Engineering,PAR-Elec. Engineering-121,Monday,09:00,11:00,GEOM20013,True
Engineering B,PAR-Engineering B-102,Monday,11:00,13:00,GEOM20013,False
207,PAR-207-221 Bouverie St-B117,Monday,11:00,13:00,GEOM20013,False
Alice Hoy,PAR-Alice Hoy-211,Thursday,16:15,18:15,GEOM20013,True
Engineering B,PAR-Engineering B-102,Friday,14:15,16:15,GEOM20013,False
Alice Hoy,PAR-Alice Hoy-211,Friday,16:15,18:15,GEOM20013,True
207,PAR-207-221 Bouverie St-B113,Monday,11:00,13:00,GEOM30009,False
Alice Hoy,PAR-Alice Hoy-222,Monday,18:15,20:15,GEOM30009,True
Alice Hoy,PAR-Alice Hoy-211,Tuesday,17:15,19:15,GEOM30009,True
207,PAR-207-221 Bouverie St-B117,Wednesday,09:00,11:00,GEOM30009,True
Elec. Engineering,PAR-Elec. Engineering-121,Wednesday,14:15,16:15,GEOM30009,True
Alice Hoy,PAR-Alice Hoy-222,Thursday,11:00,13:00,GEOM30009,True
Old Engineering,PAR-Old Engineering-EDS4,Friday,11:00,13:00,GEOM30009,False
Alice Hoy,PAR-Alice Hoy-236,Friday,16:15,18:15,GEOM30009,True
Alice Hoy,PAR-Alice Hoy-210,Monday,12:00,14:00,GEOM90018,True
Alice Hoy,PAR-Alice Hoy-222,Tuesday,11:00,13:00,GEOM90018,False
207,PAR-207-221 Bouverie St-B116,Thursday,13:00,15:00,GEOM90042,False
207,PAR-207-221 Bouverie St-B116,Thursday,18:15,20:15,GEOM90042,True
Alice Hoy,PAR-Alice Hoy-222,Wednesday,15:15,17:15,GEOM90045,False
Babel,PAR-Babel-204,Monday,09:00,11:00,GERM20009,False
Babel,PAR-Babel-303,Tuesday,11:00,12:00,GERM20009,True
200 Berkeley St,PAR-200 Berkeley St-216,Tuesday,16:15,18:15,GERM20009,True
Old Arts,PAR-Old Arts-152,Friday,17:00,18:00,GERM20009,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G02,Monday,17:15,18:45,GERM30002,True
Babel,PAR-Babel-204,Monday,09:00,11:00,GERM30003,False
Babel,PAR-Babel-303,Tuesday,11:00,12:00,GERM30003,True
200 Berkeley St,PAR-200 Berkeley St-216,Tuesday,16:15,18:15,GERM30003,True
Old Arts,PAR-Old Arts-152,Friday,17:00,18:00,GERM30003,True
Alan Gilbert,PAR-Alan Gilbert-101,Monday,11:00,13:30,GERM40010,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Tuesday,16:15,17:15,HIST10012,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Tuesday,17:15,18:15,HIST10012,False
Old Arts,PAR-Old Arts-257 (CLS2),Wednesday,11:00,12:00,HIST10012,True
Old Arts,PAR-Old Arts-210 (Room 1),Wednesday,13:00,14:00,HIST10012,True
John Medley,PAR-John Medley-EG63,Wednesday,13:00,14:00,HIST10012,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Wednesday,14:15,15:15,HIST10012,True
Elisabeth Murdoch,PAR-Elisabeth Murdoch-G04,Wednesday,15:15,16:15,HIST10012,True
David Caro,PAR-David Caro-Podium 210,Wednesday,16:15,17:15,HIST10012,True
Arts West North Wing,PAR-Arts West North Wing-356,Wednesday,16:15,17:15,HIST10012,False
Arts West North Wing,PAR-Arts West North Wing-361,Thursday,09:00,10:00,HIST10012,True
Arts West North Wing,PAR-Arts West North Wing-461,Thursday,10:00,11:00,HIST10012,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Thursday,11:00,12:00,HIST10012,False
Babel,PAR-Babel-217,Thursday,13:00,14:00,HIST10012,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Thursday,14:15,15:15,HIST10012,False
Arts West North Wing,PAR-Arts West North Wing-454,Thursday,14:15,15:15,HIST10012,True
John Medley,PAR-John Medley-W201,Thursday,15:15,16:15,HIST10012,True
Old Arts,PAR-Old Arts-156,Friday,09:00,10:00,HIST10012,False
Arts West North Wing,PAR-Arts West North Wing-356,Friday,10:00,11:00,HIST10012,False
Old Arts,PAR-Old Arts-116 (CLS4),Monday,12:00,13:00,HIST10016,True
Arts West North Wing,PAR-Arts West North Wing-356,Monday,13:00,14:00,HIST10016,True
Old Arts,PAR-Old Arts-227 (Cecil Scutt Room),Monday,14:15,15:15,HIST10016,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Monday,15:15,16:15,HIST10016,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Monday,16:15,17:15,HIST10016,False
Doug McDonell,PAR-Doug McDonell-402,Tuesday,11:00,12:00,HIST10016,True
Alan Gilbert,PAR-Alan Gilbert-123,Tuesday,14:15,15:15,HIST10016,True
Arts West North Wing,PAR-Arts West North Wing-263,Tuesday,15:15,16:15,HIST10016,True
Arts West North Wing,PAR-Arts West North Wing-356,Wednesday,12:00,13:00,HIST10016,True
Arts West North Wing,PAR-Arts West North Wing-356,Wednesday,13:00,14:00,HIST10016,False
Arts West North Wing,PAR-Arts West North Wing-253,Wednesday,14:15,15:15,HIST10016,True
Babel,PAR-Babel-G04,Tuesday,11:00,12:00,HIST20010,True
Arts West North Wing,PAR-Arts West North Wing-263,Tuesday,14:15,15:15,HIST20010,False
Babel,PAR-Babel-320,Wednesday,11:00,12:00,HIST20010,False
John Medley,PAR-John Medley-WG05,Tuesday,17:15,18:15,HIST20013,False
Alan Gilbert,PAR-Alan Gilbert-124,Wednesday,10:00,11:00,HIST20013,False
Arts West North Wing,PAR-Arts West North Wing-455,Wednesday,11:00,12:00,HIST20013,True
Arts West North Wing,PAR-Arts West North Wing-455,Wednesday,12:00,13:00,HIST20013,True
Old Arts,PAR-Old Arts-254,Thursday,10:00,11:00,HIST20013,True
Old Arts,PAR-Old Arts-257 (CLS2),Thursday,14:15,15:15,HIST20013,True
Old Arts,PAR-Old Arts-257 (CLS2),Thursday,15:15,16:15,HIST20013,False
Arts West North Wing,PAR-Arts West North Wing-454,Monday,15:15,16:15,HIST20059,True
Babel,PAR-Babel-119,Tuesday,09:00,10:00,HIST20059,True
Old Arts,PAR-Old Arts-156,Tuesday,11:00,12:00,HIST20059,True
John Medley,PAR-John Medley-EG63,Tuesday,15:15,16:15,HIST20059,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Wednesday,11:00,12:00,HIST20059,True
Arts West North Wing,PAR-Arts West North Wing-253,Monday,10:00,12:00,HIST20065,False
Arts West North Wing,PAR-Arts West North Wing-253,Tuesday,15:15,17:15,HIST20065,True
John Medley,PAR-John Medley-EG62,Wednesday,15:15,16:15,HIST20069,True
Alan Gilbert,PAR-Alan Gilbert-102,Wednesday,17:15,18:15,HIST20069,False
Alan Gilbert,PAR-Alan Gilbert-103,Thursday,10:00,11:00,HIST20069,True
Old Arts,PAR-Old Arts-227 (Cecil Scutt Room),Thursday,13:00,14:00,HIST20069,True
Arts West North Wing,PAR-Arts West North Wing-156 (Lectorial Room I),Thursday,11:00,13:00,HIST20077,True
Arts West North Wing,PAR-Arts West North Wing-156 (Lectorial Room I),Thursday,15:15,17:15,HIST20077,True
John Medley,PAR-John Medley-W201,Wednesday,12:00,13:00,HIST30004,True
Old Arts,PAR-Old Arts-156,Wednesday,13:15,14:15,HIST30004,True
John Medley,PAR-John Medley-EG63,Thursday,13:00,14:00,HIST30004,True
200 Berkeley St,PAR-200 Berkeley St-220,Thursday,16:15,17:15,HIST30004,True
Alice Hoy,PAR-Alice Hoy-333,Thursday,12:00,13:00,HIST30015,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-113,Thursday,14:15,15:15,HIST30015,True
Arts West North Wing,PAR-Arts West North Wing-361,Friday,10:00,11:00,HIST30015,True
Alan Gilbert,PAR-Alan Gilbert-G01,Friday,12:00,13:00,HIST30015,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-114,Friday,13:15,14:15,HIST30015,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-117,Wednesday,12:00,13:00,HIST30065,False
Arts West North Wing,PAR-Arts West North Wing-355,Wednesday,13:15,14:15,HIST30065,True
Alan Gilbert,PAR-Alan Gilbert-123,Wednesday,14:15,15:15,HIST30065,True
John Medley,PAR-John Medley-W201,Thursday,12:00,13:00,HIST30065,False
Arts West North Wing,PAR-Arts West North Wing-361,Thursday,13:15,14:15,HIST30065,False
Arts West North Wing,PAR-Arts West North Wing-455,Monday,11:00,13:00,HIST30066,True
Arts West North Wing,PAR-Arts West North Wing-455,Tuesday,16:15,18:15,HIST30066,True
Old Quad,PAR-Old Quad-G17 (Cussonia Court Room 1),Monday,14:15,16:15,HIST40030,True
John Medley,PAR-John Medley-W201,Tuesday,16:15,18:15,HIST40030,False
Arts West North Wing,PAR-Arts West North Wing-161,Monday,15:15,17:15,HIST90037,False
Arts West North Wing,PAR-Arts West North Wing-455,Monday,17:15,19:15,HIST90037,True
Centenary Centre,BUR-Centenary Centre-CEN1 (Design Room),Wednesday,10:00,13:00,HORT20014,False
Main Building,BUR-Main Building-MB11,Thursday,16:00,17:00,HORT20026,True
Main Building,BUR-Main Building-MB11,Thursday,09:00,11:00,HORT20029,True
Off SiteC,X-Off SiteC,Tuesday,09:00,15:00,HORT90033,True
Main Building,BUR-Main Building-MB6 (Main Hall),Tuesday,15:30,17:00,HORT90033,True
Main Building,BUR-Main Building-MB6 (Main Hall),Tuesday,19:30,21:00,HORT90033,False
Off SiteC,X-Off SiteC,Saturday,10:00,17:00,HORT90034,False
Arts West North Wing,PAR-Arts West North Wing-461,Wednesday,16:15,17:15,HPSC10002,True
Arts West North Wing,PAR-Arts West North Wing-161,Wednesday,16:15,17:15,HPSC10002,True
Arts West North Wing,PAR-Arts West North Wing-261,Wednesday,17:15,18:15,HPSC10002,False
Arts West North Wing,PAR-Arts West North Wing-361,Thursday,12:00,13:00,HPSC10002,True
Alice Hoy,PAR-Alice Hoy-242,Thursday,16:15,17:15,HPSC10002,True
Alan Gilbert,PAR-Alan Gilbert-103,Thursday,17:15,18:15,HPSC10002,False
Arts West North Wing,PAR-Arts West North Wing-354,Tuesday,15:15,16:45,HPSC20009,True
Arts West North Wing,PAR-Arts West North Wing-354,Thursday,10:30,12:00,HPSC20009,False
Alan Gilbert,PAR-Alan Gilbert-103,Wednesday,11:00,12:00,HPSC20020,True
Alice Hoy,PAR-Alice Hoy-108,Wednesday,15:15,16:15,HPSC20020,False
Arts West North Wing,PAR-Arts West North Wing-556 (Lectorial Room II),Tuesday,14:15,17:15,HPSC20023,True
Arts West North Wing,PAR-Arts West North Wing-253,Wednesday,10:00,11:00,HPSC30023,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-113,Thursday,13:00,14:00,HPSC30023,False
Doug McDonell,PAR-Doug McDonell-403,Monday,17:15,18:15,HPSC30034,True
Arts West North Wing,PAR-Arts West North Wing-155,Wednesday,09:00,10:00,HPSC30034,False
Arts West North Wing,PAR-Arts West North Wing-155,Wednesday,10:00,11:00,HPSC30034,False
Old Arts,PAR-Old Arts-209 (Room 2),Monday,12:00,14:00,HPSC40016,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Thursday,15:15,17:15,HPSC90010,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-117,Monday,11:00,13:00,HPSC90013,True
The Spot,PAR-The Spot-4014,Thursday,10:00,13:00,IBUS90002,True
FBE,PAR-FBE-205 (Theatre 3),Friday,14:15,17:15,IBUS90002,False
Departmentally Organised VenueB,X-Departmentally Organised VenueB,Monday,10:00,13:00,IBUS90006,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G01,Monday,09:00,11:00,INDO10012,True
Alice Hoy,PAR-Alice Hoy-242,Tuesday,10:00,12:00,INDO10014,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G01,Monday,09:00,11:00,INDO20015,False
Alice Hoy,PAR-Alice Hoy-242,Tuesday,10:00,12:00,INDO20017,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G01,Monday,09:00,11:00,INDO30006,True
Alice Hoy,PAR-Alice Hoy-242,Tuesday,10:00,12:00,INDO30020,True
Old Quad,PAR-Old Quad-G10,Tuesday,17:15,18:15,INFO30004,True
Old Quad,PAR-Old Quad-G10,Wednesday,13:00,14:00,INFO30004,False
Old Quad,PAR-Old Quad-G10,Thursday,17:15,18:15,INFO30004,True
Doug McDonell,PAR-Doug McDonell-403,Friday,11:00,12:00,INFO30004,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Monday,13:00,15:00,INFO30005,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-116,Monday,13:00,15:00,INFO30005,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-117,Monday,13:00,15:00,INFO30005,False
Alice Hoy,PAR-Alice Hoy-332,Monday,14:15,16:15,INFO30005,False
John Medley,PAR-John Medley-WG05,Monday,17:15,19:15,INFO30005,True
Alice Hoy,PAR-Alice Hoy-226,Tuesday,15:15,17:15,INFO30005,True
Alice Hoy,PAR-Alice Hoy-332,Wednesday,10:00,12:00,INFO30005,True
Alice Hoy,PAR-Alice Hoy-332,Wednesday,13:00,15:00,INFO30005,False
Alice Hoy,PAR-Alice Hoy-226,Wednesday,13:00,15:00,INFO30005,False
Elisabeth Murdoch,PAR-Elisabeth Murdoch-G04,Wednesday,16:15,18:15,INFO30005,False
100 Leicester Street,PAR-100 Leicester Street-109,Wednesday,17:15,19:15,INFO30005,False
John Medley,PAR-John Medley-EG62,Thursday,16:15,18:15,INFO30005,False
Old Arts,PAR-Old Arts-254,Tuesday,17:15,18:15,INFO30009,True
100 Leicester Street,PAR-100 Leicester Street-108,Thursday,13:00,14:00,INFO30009,False
780 Elizabeth St,PAR-780 Elizabeth St-110,Monday,10:00,11:00,INFO90003,True
Physics South,PAR-Physics South-L105 (Hercus Theatre),Thursday,13:00,14:00,INFO90004,False
Doug McDonell,PAR-Doug McDonell-309 (Denis Driscoll Theatrette),Thursday,13:00,14:00,INFO90004,True
Old Metallurgy,PAR-Old Metallurgy-202 (Room 2),Thursday,13:00,14:00,INFO90004,True
The Spot,PAR-The Spot-1022 (Level 1 Theatre),Thursday,13:15,14:15,INFO90004,False
Redmond Barry,PAR-Redmond Barry-103 (Lowe Theatre),Thursday,13:15,14:15,INFO90004,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Friday,09:00,11:00,INTS90008,False
David Caro,PAR-David Caro-Podium 208,Monday,15:15,16:15,ISLM10001,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G03,Tuesday,11:00,12:00,ISLM10001,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G03,Wednesday,17:15,18:15,ISLM10001,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-120,Tuesday,17:00,18:00,ISLM20016,False
Babel,PAR-Babel-204,Wednesday,13:00,14:00,ISLM20016,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G06,Monday,17:15,18:15,ISLM30018,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G01,Tuesday,08:00,09:00,ISLM30018,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-120,Wednesday,14:15,15:15,ISLM30018,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G01,Thursday,08:00,09:00,ISLM30018,True
Alan Gilbert,PAR-Alan Gilbert-101,Thursday,09:00,10:00,ISLM30018,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G01,Thursday,13:00,14:00,ISLM30018,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G02,Friday,15:00,16:00,ISLM30018,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-120,Friday,16:00,17:00,ISLM30018,False
Old Arts,PAR-Old Arts-103 (Theatre A),Tuesday,17:30,20:30,ISYS90036,True
Old Arts,PAR-Old Arts-124 (Theatre C),Thursday,17:30,20:30,ISYS90087,False
Arts West North Wing,PAR-Arts West North Wing-361,Wednesday,16:15,17:15,ITAL10001,True
Peter Hall,PAR-Peter Hall-213,Thursday,12:00,13:00,ITAL10001,True
Arts West North Wing,PAR-Arts West North Wing-356,Thursday,15:15,16:15,ITAL10001,False
Arts West North Wing,PAR-Arts West North Wing-161,Thursday,17:15,18:15,ITAL10001,True
Arts West North Wing,PAR-Arts West North Wing-353 (Interactive Cinema Space),Wednesday,09:00,11:00,ITAL10006,False
Arts West North Wing,PAR-Arts West North Wing-253,Wednesday,17:15,18:15,ITAL10006,True
John Medley,PAR-John Medley-EG64,Thursday,11:00,12:00,ITAL10006,True
David Caro,PAR-David Caro-Podium 209,Thursday,12:00,13:00,ITAL10006,True
Arts West North Wing,PAR-Arts West North Wing-361,Wednesday,16:15,17:15,ITAL20007,True
Peter Hall,PAR-Peter Hall-213,Thursday,12:00,13:00,ITAL20007,True
Arts West North Wing,PAR-Arts West North Wing-356,Thursday,15:15,16:15,ITAL20007,False
Arts West North Wing,PAR-Arts West North Wing-161,Thursday,17:15,18:15,ITAL20007,False
Arts West North Wing,PAR-Arts West North Wing-353 (Interactive Cinema Space),Wednesday,09:00,11:00,ITAL20011,True
Arts West North Wing,PAR-Arts West North Wing-253,Wednesday,17:15,18:15,ITAL20011,True
John Medley,PAR-John Medley-EG64,Thursday,11:00,12:00,ITAL20011,True
David Caro,PAR-David Caro-Podium 209,Thursday,12:00,13:00,ITAL20011,False
FVAS,PAR-FVAS-G51 (Kimpton Room),Monday,09:00,11:00,ITAL20012,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Tuesday,10:00,12:00,ITAL20012,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-119,Thursday,11:00,12:00,ITAL20012,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-119,Thursday,12:00,13:00,ITAL20012,True
FVAS,PAR-FVAS-G51 (Kimpton Room),Monday,09:00,11:00,ITAL30001,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-118,Tuesday,10:00,12:00,ITAL30001,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-119,Thursday,11:00,12:00,ITAL30001,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-119,Thursday,12:00,13:00,ITAL30001,True
Old Arts,PAR-Old Arts-210 (Room 1),Monday,11:00,13:00,ITAL30003,True
Alan Gilbert,PAR-Alan Gilbert-103,Thursday,09:00,10:00,ITAL30003,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-116,Thursday,13:00,14:00,ITAL30003,False
Old Arts,PAR-Old Arts-204,Friday,11:00,13:00,ITAL30003,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-117,Wednesday,10:00,11:30,ITAL30007,True
Arts West North Wing,PAR-Arts West North Wing-256,Thursday,14:45,16:15,ITAL30007,False
Arts West North Wing,PAR-Arts West North Wing-353 (Interactive Cinema Space),Wednesday,09:00,11:00,ITAL30013,True
Arts West North Wing,PAR-Arts West North Wing-253,Wednesday,17:15,18:15,ITAL30013,False
John Medley,PAR-John Medley-EG64,Thursday,11:00,12:00,ITAL30013,True
David Caro,PAR-David Caro-Podium 209,Thursday,12:00,13:00,ITAL30013,False
Babel,PAR-Babel-320,Monday,09:00,11:00,ITAL40001,True
Old Arts,PAR-Old Arts-204,Tuesday,14:15,16:15,JAPN10010,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Tuesday,16:15,18:15,JAPN10010,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-113,Thursday,15:15,17:15,JAPN10010,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-119,Friday,13:00,14:00,JAPN20005,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-119,Friday,16:15,17:15,JAPN20005,False
Arts West North Wing,PAR-Arts West North Wing-261,Thursday,13:00,14:30,JAPN20009,True
Old Arts,PAR-Old Arts-204,Tuesday,14:15,16:15,JAPN20012,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Tuesday,16:15,18:15,JAPN20012,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-113,Thursday,15:15,17:15,JAPN20012,False
Arts West North Wing,PAR-Arts West North Wing-354,Wednesday,14:15,16:15,JAPN20018,True
Arts West North Wing,PAR-Arts West North Wing-461,Friday,15:15,17:15,JAPN20018,False
Arts West North Wing,PAR-Arts West North Wing-354,Wednesday,14:15,16:15,JAPN30004,False
Arts West North Wing,PAR-Arts West North Wing-461,Friday,15:15,17:15,JAPN30004,False
Arts West North Wing,PAR-Arts West North Wing-261,Thursday,13:00,14:30,JAPN30010,False
Old Arts,PAR-Old Arts-204,Tuesday,14:15,16:15,JAPN30012,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-G09,Tuesday,16:15,18:15,JAPN30012,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-113,Thursday,15:15,17:15,JAPN30012,False
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-116,Thursday,11:00,13:00,JAPN40003,True
Sidney Myer Asia Ctr,PAR-Sidney Myer Asia Ctr-115,Thursday,16:15,17:15,JEWI20007,False
John Medley,PAR-John Medley-WG01 (iMAC Lab),Monday,13:00,15:30,JOUR90005,True
John Medley,PAR-John Medley-WG01 (iMAC Lab),Tuesday,09:00,11:30,JOUR90005,False
John Medley,PAR-John Medley-WG01 (iMAC Lab),Tuesday,15:15,17:45,JOUR90005,True
John Medley,PAR-John Medley-WG01 (iMAC Lab),Wednesday,18:45,21:15,JOUR90005,False
Arts West North Wing,PAR-Arts West North Wing-556 (Lectorial Room II),Monday,16:15,18:15,JOUR90021,True
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-246,Monday,17:15,20:15,LARC30001,False
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-121,Tuesday,08:00,11:00,LARC30001,True
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-140,Tuesday,08:00,11:00,LARC30001,True
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-246,Tuesday,12:00,15:00,LARC30001,True
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-120,Tuesday,12:00,15:00,LARC30001,True
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-129,Tuesday,12:00,15:00,LARC30001,False
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-237,Tuesday,12:00,15:00,LARC30001,True
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-141,Tuesday,12:00,15:00,LARC30001,False
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-227,Tuesday,12:00,15:00,LARC30001,False
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-228,Tuesday,12:00,15:00,LARC30001,True
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-121,Tuesday,14:15,17:15,LARC30001,False
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-139,Tuesday,14:15,17:15,LARC30001,False
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-246,Tuesday,15:15,18:15,LARC30001,True
Glyn Davis (MSD),PAR-Glyn Davis (MSD)-144,Tuesday,15:15,18:15,LARC30001,True
Law,PAR-Law-224,Thursday,11:00,12:00,LAWS10006,True
Law,PAR-Law-224,Thursday,12:00,13:00,LAWS10006,False
